COUNTRY.Name,INDICATOR.Name,FREQUENCY.Name,SCALE.Name,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Iceland,"Gross domestic product (GDP), Constant prices, Percent change, Domestic currency",Annual,Units,4.437,6.304,4.195,4.889,1.861,-6.94,5.254,8.993,5.037,0.593
Iceland,"Gross national savings, Percent of GDP",Annual,Units,25.03,29.181,25.962,26.368,27.221,22.422,20.336,22.299,26.015,24.966
Iceland,"Gross capital formation, Percent of GDP",Annual,Units,19.404,21.084,21.741,22.109,20.674,21.326,22.948,24.381,24.866,24.772
Iceland,"All items, Consumer price index (CPI), Period average",Annual,Units,151.6,154.167,156.892,161.092,165.933,170.658,178.267,193.075,209.95,222.635
Iceland,"All items, Consumer price index (CPI), End-of-period (EoP)",Annual,Units,152.6,155.5,158.4,164.3,167.6,173.6,182.5,200,215.5,226.78
Iceland,"All items, Consumer price index (CPI), Percent change, end-of-period (EoP)",Annual,Units,2.005,1.9,1.865,3.725,2.009,3.58,5.127,9.589,7.75,5.234
Iceland,"All items, Consumer price index (CPI), Percent change, period average",Annual,Units,1.631,1.693,1.768,2.677,3.006,2.848,4.458,8.307,8.74,6.042
Iceland,"Domestic currency per international dollar in PPP terms, Domestic currency",Annual,Units,137.66,139.447,138.277,140.97,138.668,143.253,141.92,144.246,147.171,150.032
Iceland,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar",Annual,Billions,16.787,18.014,19.106,20.175,21.823,20.447,23.108,26.982,29.361,30.241
Iceland,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar",Annual,Units,51967.281,55252.854,57461.212,58959.285,62445.341,57754.297,64494.53,73939.85,78250.289,78808.044
Iceland,"Gross domestic product (GDP), Purchasing power parity (PPP) international dollar, percent of world GDP",Annual,Units,0.015,0.015,0.015,0.015,0.016,0.015,0.015,0.016,0.016,0.016
Iceland,"Imports of goods, Volume, Percent change",Annual,Units,18.798,14.023,11.294,-3.217,-7.735,-11.075,18.936,10.659,-2.676,1.344
Iceland,"Imports of goods and services, Volume, Percent change",Annual,Units,13.542,14.603,11.831,-0.908,-9.088,-20.635,19.905,19.97,-1.092,1.217
Iceland,"Exports of goods, Volume, Percent change",Annual,Units,3.186,3.72,1.092,3.852,-0.713,-7.157,7.521,1.38,1.263,-0.5
Iceland,"Exports of goods and services, Volume, Percent change",Annual,Units,8.948,10.951,5.08,0.422,-5.349,-30.688,14.764,22.121,6.323,0.601
Israel,"Current account balance, US Dollar",Annual,Billions,15.857,12.109,13.061,11.287,12.761,19.662,18.969,20.765,24.903,17.772
Israel,"Current account balance, Percent of GDP",Annual,Units,5.225,3.761,3.644,2.999,3.183,4.759,3.851,3.935,4.849,3.365
Israel,"Revenue, General government, Domestic currency",Annual,Billions,427.923,445.373,478.631,479.923,496.312,482.411,579.441,657.331,643.483,683.854
Israel,"Revenue, General government, Percent of GDP",Annual,Units,36.279,36.021,37.095,35.519,34.727,33.916,36.416,37.078,34.162,34.872
Israel,"Structural balance, General government, Domestic currency",Annual,Billions,-10.745,-26.953,-31.408,-50.428,-56.394,-140.558,-54.966,-7.956,-100.301,-178.667
Israel,"Structural balance, General government, Percent",Annual,Units,-0.903,-2.175,-2.441,-3.751,-3.963,-9.655,-3.462,-0.46,-5.402,-9.129
Israel,"Expenditure, General government, Domestic currency",Annual,Billions,442.282,467.557,493.294,527.924,550.605,634.317,633.156,649.484,734.62,861.177
Israel,"Net lending (+) / net borrowing (-), General government, Domestic currency",Annual,Billions,-14.358,-22.184,-14.662,-48,-54.293,-151.906,-53.714,7.848,-91.137,-177.323
Israel,"Net lending (+) / net borrowing (-), General government, Percent of GDP",Annual,Units,-1.217,-1.794,-1.136,-3.553,-3.799,-10.68,-3.376,0.443,-4.838,-9.042
Israel,"Primary net lending (+) / net borrowing (-), General government, Domestic currency",Annual,Billions,6.142,0.777,10.128,-18.69,-27.657,-126.355,-12.339,64.219,-40.298,-122.87
Israel,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",Annual,Units,0.521,0.063,0.785,-1.383,-1.935,-8.883,-0.775,3.622,-2.139,-6.266
Israel,"Gross debt, General government, Domestic currency",Annual,Billions,743.46,761.21,769.55,809.97,843.9,1005.46,1072.82,1066.94,1157.35,1333.201
Israel,"Gross debt, General government, Percent of GDP",Annual,Units,63.03,61.565,59.641,59.946,59.049,70.688,67.423,60.182,61.443,67.985
Israel,"Net debt, General government, Domestic currency",Annual,Billions,706.543,722.081,730.306,771.512,811.765,947.311,1021.539,1038.89,1124,1278.039
Israel,"Net debt, General government, Percent of GDP",Annual,Units,59.9,58.4,56.6,57.1,56.8,66.6,64.2,58.6,59.673,65.172
Israel,"Expenditure, General government, Percent of GDP",Annual,Units,37.496,37.815,38.231,39.072,38.526,44.595,39.792,36.635,39.001,43.915
Israel,"Employed persons, Number",Annual,Millions,3.644,3.737,3.825,3.906,3.967,3.913,3.958,4.187,4.323,4.432
Israel,"Population, Number",Annual,Millions,8.377,8.543,8.71,8.879,9.051,9.214,9.367,9.551,9.756,9.943
Israel,Unemployment rate,Annual,Units,5.258,4.833,4.225,4,3.808,4.317,4.958,3.758,3.45,3.1
Israel,"Gross domestic product (GDP), Current prices, Domestic currency",Annual,Billions,1179.537,1236.44,1290.293,1351.16,1429.164,1422.389,1591.183,1772.849,1883.604,1961.027
Israel,"Gross domestic product (GDP), Current prices, US Dollar",Annual,Billions,303.47,321.942,358.459,376.309,400.941,413.196,492.596,527.694,513.611,528.067
Israel,"Gross domestic product (GDP), Current prices, Per capita, US Dollar",Annual,Units,36227.752,37683.096,41156.216,42379.785,44297.779,44842.685,52586.351,55249.283,52643.451,53110.949
Israel,"Gross domestic product (GDP), Current prices, Per capita, Domestic currency",Annual,Units,140811.236,144724.442,148144.084,152167.082,157900.645,154366.721,169864.343,185616.287,193063.26,197232.638
Israel,"Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",Annual,Units,140811.355,144204.157,147584.479,150648.407,153394.198,148454.422,159852.467,166751.438,166564.267,164599.904
Israel,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, Number",Annual,Units,40988.256,41975.854,42959.819,43851.687,44650.949,43213.047,46530.862,48539.058,48484.575,47912.776
Israel,"Gross domestic product (GDP), Deflator, Index",Annual,Units,100,100.361,100.379,101.008,102.938,103.983,106.263,111.313,115.909,119.825
Israel,"Gross domestic product (GDP), Current prices, Fiscal year, Domestic currency",Annual,Billions,1179.537,1236.44,1290.293,1351.16,1429.164,1422.389,1591.183,1772.849,1883.604,1961.027
Israel,"Gross domestic product (GDP), Constant prices, Domestic currency",Annual,Billions,1179.538,1231.995,1285.419,1337.675,1388.376,1367.911,1497.398,1592.668,1625.069,1636.569
Israel,"Gross domestic product (GDP), Constant prices, Percent change, Domestic currency",Annual,Units,2.284,4.447,4.336,4.065,3.79,-1.474,9.466,6.362,2.034,0.708
Israel,"Gross national savings, Percent of GDP",Annual,Units,27.32,26.826,26.82,27.13,27.1,29.123,29.516,31.204,30.961,26.225
Israel,"Gross capital formation, Percent of GDP",Annual,Units,22.095,23.065,23.176,24.13,23.917,24.364,25.665,27.269,26.113,22.86
Israel,"All items, Consumer price index (CPI), Period average",Annual,Units,93.685,93.175,93.401,94.154,94.947,94.389,95.798,100.008,104.217,107.429
Israel,"All items, Consumer price index (CPI), End-of-period (EoP)",Annual,Units,93.403,93.214,93.587,94.333,94.899,94.24,96.884,101.983,105,108.605
Israel,"All items, Consumer price index (CPI), Percent change, end-of-period (EoP)",Annual,Units,-0.997,-0.202,0.4,0.797,0.601,-0.694,2.805,5.263,2.958,3.433
Israel,"All items, Consumer price index (CPI), Percent change, period average",Annual,Units,-0.632,-0.545,0.242,0.807,0.842,-0.587,1.492,4.395,4.208,3.082
Israel,"Domestic currency per international dollar in PPP terms, Domestic currency",Annual,Units,3.841,3.818,3.752,3.785,3.817,3.747,3.651,3.57,3.588,3.623
Israel,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar",Annual,Billions,307.128,323.835,343.928,357.009,374.434,379.638,435.872,496.656,524.996,541.343
Israel,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar",Annual,Units,36664.414,37904.619,39487.892,40206.234,41369.206,41200.707,46530.862,51999.599,53810.401,54446.208
Israel,"Gross domestic product (GDP), Purchasing power parity (PPP) international dollar, percent of world GDP",Annual,Units,0.273,0.276,0.278,0.271,0.269,0.273,0.28,0.288,0.285,0.278
Israel,"Imports of goods, Volume, Percent change",Annual,Units,0.139,10.293,1.352,5.221,2.476,-1.076,20.218,6.473,-9.548,-1
Israel,"Imports of goods and services, Volume, Percent change",Annual,Units,0.132,10.291,4.611,7.387,3.884,-7.93,20.993,12.062,-6.639,-0.14
Israel,"Exports of goods, Volume, Percent change",Annual,Units,-4.71,-1.359,0.705,2.456,1.531,-1.199,6.922,3.687,-1.09,-5.95
Israel,"Exports of goods and services, Volume, Percent change",Annual,Units,-1.722,2.411,4.881,5.633,2.908,-2.414,14.834,8.444,-1.09,-6.134
Italy,"Current account balance, US Dollar",Annual,Billions,22.933,46.421,48.052,52.535,63.767,71.68,45.77,-36.807,-0.327,25.729
Italy,"Current account balance, Percent of GDP",Annual,Units,1.243,2.461,2.439,2.501,3.157,3.761,2.099,-1.749,-0.014,1.083
Italy,"Revenue, General government, Domestic currency",Annual,Billions,794.792,794.041,807.248,820.05,847.437,791.669,869.213,934.972,992.108,1016.661
Italy,"Revenue, General government, Percent of GDP",Annual,Units,47.785,46.575,46.274,46.129,46.974,47.405,47.176,46.818,46.622,46.616
Italy,"Structural balance, General government, Domestic currency",Annual,Billions,5.905,-10.797,-20.893,-22.708,-8.635,-96.956,-157.53,-181.736,-169.894,-95.66
Italy,"Structural balance, General government, Percent",Annual,Units,0.336,-0.608,-1.165,-1.251,-0.469,-5.428,-8.293,-9.171,-8.042,-4.415
Italy,"Expenditure, General government, Domestic currency",Annual,Billions,836.174,835.581,851.609,859.836,874.169,948.296,1032.343,1096.547,1144.843,1103.78
Italy,"Net lending (+) / net borrowing (-), General government, Domestic currency",Annual,Billions,-41.382,-41.54,-44.361,-39.786,-26.732,-156.627,-163.13,-161.575,-152.735,-87.119
Italy,"Net lending (+) / net borrowing (-), General government, Percent of GDP",Annual,Units,-2.488,-2.437,-2.543,-2.238,-1.482,-9.379,-8.854,-8.091,-7.177,-3.995
Italy,"Primary net lending (+) / net borrowing (-), General government, Domestic currency",Annual,Billions,24.122,22.275,18.529,22.106,30.782,-101.895,-102.634,-82.835,-77.325,-3.043
Italy,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",Annual,Units,1.45,1.307,1.062,1.243,1.706,-6.101,-5.57,-4.148,-3.634,-0.14
Italy,"Gross debt, General government, Domestic currency",Annual,Billions,2239.679,2285.989,2330.227,2381.981,2410.94,2574.153,2680.558,2758.225,2863.438,2985.596
Italy,"Gross debt, General government, Percent of GDP",Annual,Units,134.654,134.087,133.576,133.989,133.639,154.14,145.484,138.115,134.56,136.894
Italy,"Net debt, General government, Domestic currency",Annual,Billions,2023.763,2062.467,2106.705,2158.459,2187.418,2350.631,2457.036,2534.703,2639.916,2762.074
Italy,"Net debt, General government, Percent of GDP",Annual,Units,121.673,120.976,120.763,121.416,121.249,140.755,133.353,126.922,124.056,126.646
Italy,"Expenditure, General government, Percent of GDP",Annual,Units,50.273,49.012,48.817,48.367,48.455,56.784,56.029,54.908,53.799,50.61
Italy,"Employed persons, Number",Annual,Millions,22.121,22.449,22.735,22.959,23.109,22.385,22.554,23.1,23.58,23.976
Italy,"Population, Number",Annual,Millions,60.295,60.164,60.067,59.938,59.817,59.641,59.236,59.03,58.997,58.99
Italy,Unemployment rate,Annual,Units,12.008,11.725,11.283,10.617,9.9,9.358,9.517,8.117,7.683,7
Italy,"Output Gap, Percent",Annual,Units,-5.277,-4.038,-2.701,-2.094,-1.951,-6.5,-3,0.776,0.734,0.666
Italy,"Gross domestic product (GDP), Current prices, Domestic currency",Annual,Billions,1663.279,1704.856,1744.494,1777.744,1804.067,1670.012,1842.508,1997.055,2128,2180.948
Italy,"Gross domestic product (GDP), Current prices, US Dollar",Annual,Billions,1845.616,1886.59,1970.027,2100.387,2019.83,1905.954,2180.657,2104.65,2301.603,2376.51
Italy,"Gross domestic product (GDP), Current prices, Per capita, US Dollar",Annual,Units,30609.522,31357.601,32797.298,35042.793,33767.005,31956.855,36812.907,35653.833,39012.076,40286.836
Italy,"Gross domestic product (GDP), Current prices, Per capita, Domestic currency",Annual,Units,27585.46,28336.948,29042.598,29659.829,30159.936,28000.844,31104.419,33831.111,36069.508,36971.645
Italy,"Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",Annual,Units,29180.239,29605.57,30128.84,30443.192,30635.723,28000.844,30710.302,32254.188,32497.338,32719.89
Italy,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, Number",Annual,Units,47867.388,48565.103,49423.477,49939.141,50254.97,45932.703,50377.31,52909.907,53308.772,53673.847
Italy,"Gross domestic product (GDP), Deflator, Index",Annual,Units,94.535,95.715,96.395,97.427,98.447,100,101.283,104.889,110.992,112.994
Italy,"Gross domestic product (GDP), Current prices, Fiscal year, Domestic currency",Annual,Billions,1663.279,1704.856,1744.494,1777.744,1804.067,1670.012,1842.508,1997.055,2128,2180.948
Italy,"Gross domestic product (GDP), Constant prices, Domestic currency",Annual,Billions,1759.437,1781.181,1809.741,1824.697,1832.527,1670.012,1819.162,1903.969,1917.252,1930.138
Italy,"Gross domestic product (GDP), Constant prices, Percent change, Domestic currency",Annual,Units,0.886,1.236,1.603,0.826,0.429,-8.868,8.931,4.662,0.698,0.672
Italy,"Gross national savings, Percent of GDP",Annual,Units,18.524,20.172,20.609,21.162,21.521,21.66,24.1,23.008,22.741,23.15
Italy,"Gross capital formation, Percent of GDP",Annual,Units,17.281,17.712,18.169,18.661,18.364,17.899,22.001,24.756,22.755,22.067
Italy,"All items, Consumer price index (CPI), Period average",Annual,Units,99.992,99.942,101.267,102.525,103.175,103.025,105.025,114.2,120.942,122.472
Italy,"All items, Consumer price index (CPI), End-of-period (EoP)",Annual,Units,100.6,101.1,102.1,103.3,103.8,103.5,107.8,121.1,121.7,124.308
Italy,"All items, Consumer price index (CPI), Percent change, end-of-period (EoP)",Annual,Units,0.1,0.497,0.989,1.175,0.484,-0.289,4.155,12.338,0.495,2.143
Italy,"All items, Consumer price index (CPI), Percent change, period average",Annual,Units,0.108,-0.05,1.326,1.243,0.634,-0.145,1.941,8.736,5.903,1.265
Italy,"Domestic currency per international dollar in PPP terms, Domestic currency",Annual,Units,0.695,0.697,0.69,0.681,0.647,0.632,0.617,0.597,0.61,0.606
Italy,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar",Annual,Billions,2392.366,2444.946,2528.637,2609.653,2787.073,2641.204,2984.161,3345.95,3490.541,3597.954
Italy,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar",Annual,Units,39677.359,40638.216,42097.133,43539.369,46593.584,44284.674,50377.31,56682.063,59164.515,60992.864
Italy,"Gross domestic product (GDP), Purchasing power parity (PPP) international dollar, percent of world GDP",Annual,Units,2.127,2.088,2.044,1.983,1.999,1.899,1.92,1.942,1.894,1.849
Italy,"Imports of goods, Volume, Percent change",Annual,Units,7.955,3.884,5.54,2.617,-1.14,-9.126,15.578,10.129,-1.23,-0.643
Italy,"Imports of goods and services, Volume, Percent change",Annual,Units,6.324,3.926,5.817,2.963,-1.125,-12.481,15.952,13.184,-0.352,-0.124
Italy,"Exports of goods, Volume, Percent change",Annual,Units,4.21,1.883,4.771,1.677,0.542,-9.424,13.773,6.005,-1.24,0.273
Italy,"Exports of goods and services, Volume, Percent change",Annual,Units,3.986,2.338,5.368,2.13,1.226,-13.709,14.086,9.788,0.821,1.164
Jamaica,"Current account balance, US Dollar",Annual,Billions,-0.43,-0.043,-0.397,-0.235,-0.303,-0.157,0.149,-0.136,0.569,0.337
Jamaica,"Current account balance, Percent of GDP",Annual,Units,-3.039,-0.308,-2.694,-1.501,-1.914,-1.13,1.017,-0.8,2.946,1.637
Jamaica,"Revenue, General government, Domestic currency",Annual,Billions,455.836,499.88,560.773,628.849,649.759,575.404,720.224,827.775,925.283,1018.57
Jamaica,"Revenue, General government, Percent of GDP",Annual,Units,26.99,27.959,29.079,30.627,30.633,29.525,31.015,30.062,30.542,31.135
Jamaica,"Expenditure, General government, Domestic currency",Annual,Billions,460.72,503.356,552.05,604.597,630.354,635.911,698.895,819.989,924.111,1009.049
Jamaica,"Net lending (+) / net borrowing (-), General government, Domestic currency",Annual,Billions,-4.884,-3.476,8.723,24.251,19.405,-60.507,21.329,7.786,1.172,9.521
Jamaica,"Net lending (+) / net borrowing (-), General government, Percent of GDP",Annual,Units,-0.289,-0.194,0.452,1.181,0.915,-3.105,0.918,0.283,0.039,0.291
Jamaica,"Primary net lending (+) / net borrowing (-), General government, Domestic currency",Annual,Billions,120.796,135.88,143.904,153.439,150.892,68.53,158.377,159.161,173.338,183.35
Jamaica,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",Annual,Units,7.152,7.6,7.462,7.473,7.114,3.516,6.82,5.78,5.722,5.604
Jamaica,"Gross debt, General government, Domestic currency",Annual,Billions,2058.443,2032.775,1952.101,1938.011,1999.329,2137.58,2187.597,2121.437,2222.002,2220.569
Jamaica,"Gross debt, General government, Percent of GDP",Annual,Units,121.878,113.695,101.225,94.386,94.26,109.685,94.204,77.044,73.344,67.877
Jamaica,"Expenditure, General government, Percent of GDP",Annual,Units,27.279,28.153,28.626,29.445,29.718,32.63,30.096,29.78,30.503,30.844
Jamaica,"Population, Number",Annual,Millions,2.719,2.722,2.726,2.731,2.734,2.737,2.74,2.743,2.747,2.75
Jamaica,Unemployment rate,Annual,Units,13.5,13.2,11.65,9.125,7.7,10.2,8.375,6.267,4.4,
Jamaica,"Gross domestic product (GDP), Current prices, Domestic currency",Annual,Billions,1659.677,1760.975,1895.025,2027.251,2110.433,1966.928,2210.219,2623.255,2994.281,3222.8
Jamaica,"Gross domestic product (GDP), Current prices, US Dollar",Annual,Billions,14.154,14.108,14.755,15.648,15.808,13.885,14.674,17.003,19.315,20.586
Jamaica,"Gross domestic product (GDP), Current prices, Per capita, US Dollar",Annual,Units,5204.825,5183.462,5413.03,5729.757,5781.785,5072.599,5354.83,6197.798,7032.24,7486.621
Jamaica,"Gross domestic product (GDP), Current prices, Per capita, Domestic currency",Annual,Units,610294.285,647021.455,695197.004,742315.768,771895.386,718589.806,806554.3,956190.723,1090190.227,1172057.275
Jamaica,"Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",Annual,Units,273352.161,277224.154,278675.306,283238.044,285660.834,257029.656,268550.86,282251.873,289274.162,292701.403
Jamaica,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, Number",Annual,Units,10094.735,10237.726,10291.316,10459.815,10549.287,9491.955,9917.426,10423.396,10682.725,10809.291
Jamaica,"Gross domestic product (GDP), Deflator, Index",Annual,Units,223.263,233.393,249.465,262.082,270.214,279.575,300.336,338.772,376.871,400.428
Jamaica,"Gross domestic product (GDP), Current prices, Fiscal year, Domestic currency",Annual,Billions,1688.933,1787.921,1928.479,2053.279,2121.087,1948.842,2322.193,2753.53,3029.58,3271.484
Jamaica,"Gross domestic product (GDP), Constant prices, Domestic currency",Annual,Billions,743.373,754.511,759.636,773.518,781.023,703.543,735.916,774.342,794.511,804.84
Jamaica,"Gross domestic product (GDP), Constant prices, Percent change, Domestic currency",Annual,Units,0.869,1.498,0.679,1.827,0.97,-9.92,4.601,5.222,2.605,1.3
Jamaica,"Gross national savings, Percent of GDP",Annual,Units,18.112,21.063,21.493,22.182,22.77,18.65,19.689,23.169,27.181,27.152
Jamaica,"Gross capital formation, Percent of GDP",Annual,Units,21.352,21.28,22.532,23.312,24.269,19.67,18.562,23.86,24.126,25.406
Jamaica,"All items, Consumer price index (CPI), Period average",Annual,Units,86.837,88.877,92.768,96.237,100,105.21,111.398,122.925,130.88,138.471
Jamaica,"All items, Consumer price index (CPI), End-of-period (EoP)",Annual,Units,88.969,90.503,95.241,97.565,103.632,109,116.98,127.93,136.7,143.945
Jamaica,"All items, Consumer price index (CPI), Percent change, end-of-period (EoP)",Annual,Units,3.661,1.725,5.235,2.44,6.219,5.18,7.321,9.361,6.855,5.3
Jamaica,"All items, Consumer price index (CPI), Percent change, period average",Annual,Units,3.681,2.35,4.378,3.74,3.91,5.21,5.882,10.347,6.471,5.8
Jamaica,"Domestic currency per international dollar in PPP terms, Domestic currency",Annual,Units,63.026,65.266,68.533,71.633,74.132,77.281,81.327,85.63,91.951,95.419
Jamaica,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar",Annual,Billions,26.333,26.982,27.651,28.3,28.469,25.452,27.177,30.635,32.564,33.775
Jamaica,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar",Annual,Units,9683.173,9913.649,10144.014,10362.742,10412.425,9298.4,9917.426,11166.521,11856.177,12283.257
Jamaica,"Gross domestic product (GDP), Purchasing power parity (PPP) international dollar, percent of world GDP",Annual,Units,0.023,0.023,0.022,0.022,0.02,0.018,0.017,0.018,0.018,0.017
Jamaica,"Imports of goods, Volume, Percent change",Annual,Units,16.577,3.665,13.983,2.145,10.071,-12.526,-19.228,31.348,7.517,8.345
Jamaica,"Imports of goods and services, Volume, Percent change",Annual,Units,21.024,6.975,9.528,-0.198,11.773,-15.722,-0.354,12.97,10.898,7.116
Jamaica,"Exports of goods, Volume, Percent change",Annual,Units,3.835,5.675,11.467,39.084,-11.184,-16.344,7.668,18.232,10.449,7.021
Jamaica,"Exports of goods and services, Volume, Percent change",Annual,Units,15.609,12.74,8.667,14.653,9.267,-41.373,25.895,36.208,17.025,5.475
Jordan,"Current account balance, US Dollar",Annual,Billions,-3.476,-3.858,-4.399,-2.967,-0.774,-2.508,-3.723,-3.82,-1.761,-2.657
Jordan,"Current account balance, Percent of GDP",Annual,Units,-8.995,-9.656,-10.557,-6.831,-1.737,-5.732,-8.03,-7.841,-3.461,-4.985
Jordan,"Revenue, General government, Domestic currency",Annual,Billions,6.658,7.013,7.424,7.84,7.677,7.029,8.128,8.872,9.108,9.813
Jordan,"Revenue, General government, Percent of GDP",Annual,Units,24.301,24.761,25.131,25.459,24.297,22.653,24.728,25.683,25.245,25.965
Jordan,"Structural balance, General government, Domestic currency",Annual,Billions,-1.088,-0.906,-0.703,-0.661,-1.139,-2.109,-1.689,-2.583,-2.436,-2.689
Jordan,"Structural balance, General government, Percent",Annual,Units,-4.048,-3.253,-2.425,-2.189,-3.607,-6.362,-4.853,-7.062,-6.338,-6.66
Jordan,"Expenditure, General government, Domestic currency",Annual,Billions,8.956,8.049,8.478,9.26,9.521,9.843,10.581,11.273,11.707,12.667
Jordan,"Net lending (+) / net borrowing (-), General government, Domestic currency",Annual,Billions,-2.298,-1.036,-1.054,-1.42,-1.843,-2.814,-2.452,-2.401,-2.599,-2.854
Jordan,"Net lending (+) / net borrowing (-), General government, Percent of GDP",Annual,Units,-8.389,-3.657,-3.567,-4.613,-5.834,-9.069,-7.461,-6.95,-7.205,-7.552
Jordan,"Primary net lending (+) / net borrowing (-), General government, Domestic currency",Annual,Billions,-1.411,-0.217,-0.216,-0.431,-0.716,-1.535,-1.058,-0.927,-0.9,-0.862
Jordan,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",Annual,Units,-5.15,-0.768,-0.73,-1.4,-2.267,-4.948,-3.218,-2.682,-2.493,-2.281
Jordan,"Gross debt, General government, Domestic currency",Annual,Billions,21.485,21.932,22.351,22.88,24.651,27.288,30.668,32.135,33.484,34.638
Jordan,"Gross debt, General government, Percent of GDP",Annual,Units,78.423,77.432,75.657,74.302,78.015,87.95,93.3,93.027,92.81,91.652
Jordan,"Net debt, General government, Domestic currency",Annual,Billions,20.769,21.059,21.641,22.541,24.42,27.058,30.438,31.905,33.254,34.408
Jordan,"Net debt, General government, Percent of GDP",Annual,Units,75.809,74.352,73.256,73.2,77.286,87.208,92.6,92.361,92.172,91.043
Jordan,"Expenditure, General government, Percent of GDP",Annual,Units,32.69,28.418,28.698,30.072,30.131,31.723,32.189,32.633,32.45,33.517
Jordan,"Population, Number",Annual,Millions,9.494,9.965,10.215,10.46,10.699,10.929,11.148,11.286,11.337,11.385
Jordan,Unemployment rate,Annual,Units,13.075,15.275,18.3,18.6,19.075,22.7,24.075,22.85,21.975,
Jordan,"Gross domestic product (GDP), Current prices, Domestic currency",Annual,Billions,27.397,28.324,29.542,30.793,31.597,31.027,32.87,34.544,36.078,37.793
Jordan,"Gross domestic product (GDP), Current prices, US Dollar",Annual,Billions,38.642,39.949,41.667,43.432,44.566,43.762,46.362,48.722,50.885,53.305
Jordan,"Gross domestic product (GDP), Current prices, Per capita, US Dollar",Annual,Units,4069.994,4009.059,4078.871,4152.265,4165.547,4004.321,4158.625,4317.09,4488.417,4682.081
Jordan,"Gross domestic product (GDP), Current prices, Per capita, Domestic currency",Annual,Units,2885.62,2842.417,2891.914,2943.95,2953.367,2839.058,2948.459,3060.811,3182.281,3319.589
Jordan,"Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",Annual,Units,2924.922,2842.416,2841.236,2828.079,2813.37,2723.78,2767.749,2800.39,2860.66,2916.999
Jordan,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, Number",Annual,Units,9632.641,9360.926,9357.038,9313.71,9265.269,8970.22,9115.022,9222.519,9421.006,9606.548
Jordan,"Gross domestic product (GDP), Deflator, Index",Annual,Units,98.656,100,101.784,104.097,104.976,104.232,106.529,109.299,111.243,113.802
Jordan,"Gross domestic product (GDP), Current prices, Fiscal year, Domestic currency",Annual,Billions,27.397,28.324,29.542,30.793,31.597,31.027,32.87,34.544,36.078,37.793
Jordan,"Gross domestic product (GDP), Constant prices, Domestic currency",Annual,Billions,27.77,28.324,29.024,29.581,30.099,29.767,30.856,31.605,32.431,33.21
Jordan,"Gross domestic product (GDP), Constant prices, Percent change, Domestic currency",Annual,Units,2.497,1.994,2.474,1.919,1.751,-1.103,3.656,2.428,2.615,2.4
Jordan,"Gross national savings, Percent of GDP",Annual,Units,15.84,13.751,9.265,12.922,17.02,12.978,11.646,10.746,14.784,14.561
Jordan,"Gross capital formation, Percent of GDP",Annual,Units,24.835,23.407,19.822,19.752,18.757,18.71,19.676,18.587,18.245,19.546
Jordan,"All items, Consumer price index (CPI), Period average",Annual,Units,93.374,92.648,95.729,100.002,100.76,101.097,102.458,106.792,109.018,111.327
Jordan,"All items, Consumer price index (CPI), End-of-period (EoP)",Annual,Units,93.11,93.9,96.94,100.75,101.52,101.11,103.54,108.05,109.82,112.296
Jordan,"All items, Consumer price index (CPI), Percent change, end-of-period (EoP)",Annual,Units,-1.575,0.848,3.237,3.93,0.764,-0.404,2.403,4.356,1.638,2.255
Jordan,"All items, Consumer price index (CPI), Percent change, period average",Annual,Units,-0.878,-0.777,3.325,4.463,0.758,0.334,1.347,4.229,2.084,2.118
Jordan,"Domestic currency per international dollar in PPP terms, Domestic currency",Annual,Units,0.31,0.312,0.312,0.325,0.314,0.298,0.323,0.31,0.304,0.304
Jordan,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar",Annual,Billions,88.292,90.908,94.825,94.604,100.626,104.08,101.617,111.505,118.539,124.284
Jordan,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar",Annual,Units,9299.528,9123.083,9282.611,9044.51,9405.461,9523.548,9115.022,9880.029,10455.864,10916.507
